spelling_2691b,The fierce storm,destroyed the old,wooden,brige.,D,"'brige' should be spelt 'bridge'."
spelling_2692,He was very,successful in his,business,ventuer.,D,"'ventuer' should be spelt 'venture'."
spelling_2693,The aggressive dog,growled menacingly,at the,stranger.,D,"'stranger' is correct. Error needed. 'strangar'."
spelling_2693b,The aggressive dog,growled menacingly,at the,strangar.,D,"'strangar' should be spelt 'stranger'."
spelling_2694,She has a,pleasant personality,and is very,freindly.,D,"'freindly' should be spelt 'friendly'."
spelling_2695,The heavy snow,made the roads,very,slipery.,D,"'slipery' should be spelt 'slippery'."
spelling_2696,He wrote a,humorous story,about a funny,clown.,D,"'clown' is correct. Error needed. 'clowne'."
spelling_2696b,He wrote a,humorous story,about a funny,clowne.,D,"'clowne' should be spelt 'clown'."
spelling_2697,The bright sun,shone down on,the sandy,dessert.,D,"'dessert' is sweet food. 'desert' is sand. Context: sandy."
spelling_2697b,The bright sun,shone down on,the sandy,dessert.,D,"'dessert' should be spelt 'desert'."
spelling_2698,She likes to,read mystery novels,full of,suspence.,D,"'suspence' should be spelt 'suspense'."
spelling_2699,The loud explosion,shook the ground,and broke,windows.,D,"'windows' is correct. Error needed. 'windoes'."
spelling_2699b,The loud explosion,shook the ground,and broke,windoes.,D,"'windoes' should be spelt 'windows'."
spelling_2700,He wants to,travel around the,world in a,yaght.,D,"'yaght' should be spelt 'yacht'."
spelling_2701,The courageous firefighter,saved the family,from the burning,bilding.,D,"'bilding' should be spelt 'building'."
spelling_2702,She showed her,appreciation by,sending a thank,you notte.,D,"'notte' should be spelt 'note'."
spelling_2703,The mysterious box,was hidden in,the secret,pasage.,D,"'pasage' should be spelt 'passage'."
spelling_2704,He was known,for his generous,nature and kind,hart.,D,"'hart' should be spelt 'heart' (organ vs deer)."
spelling_2705,The enormous elephant,lifted the heavy,log with its,trunck.,D,"'trunck' should be spelt 'trunk'."
spelling_2706,She felt a,sudden pain in,her left,sholder.,D,"'sholder' should be spelt 'shoulder'."
spelling_2707,The busy airport,was crowded with,people going on,holaday.,D,"'holaday' should be spelt 'holiday'."
spelling_2708,He used a,telescope to look,at the distant,plannets.,D,"'plannets' should be spelt 'planets'."
spelling_2709,The ferocious tiger,roared loudly in,the wild,jungel.,D,"'jungel' should be spelt 'jungle'."
spelling_2710,She bought a,new pair of,scissors to cut,the papper.,D,"'papper' should be spelt 'paper'."
spelling_2711,The heavy rain,caused the river,to flood the,valey.,D,"'valey' should be spelt 'valley'."
spelling_2712,He wants to,be a scientist,and discover new,thinges.,D,"'thinges' should be spelt 'things'."
spelling_2713,The beautiful garden,was filled with,colourful flowers,and plantes.,D,"'plantes' should be spelt 'plants'."
spelling_2714,She wore a,warm coat to,protect her from,the colde.,D,"'colde' should be spelt 'cold'."
spelling_2715,The loud music,woke the baby,from his afternoon,napp.,D,"'napp' should be spelt 'nap'."
spelling_2716,He played the,guitar in the,school rock,bande.,D,"'bande' should be spelt 'band'."
spelling_2717,The green grass,was covered in,morning,deww.,D,"'deww' should be spelt 'dew'."
spelling_2718,She likes to,drink hot chocolate,with whipped,creem.,D,"'creem' should be spelt 'cream'."
spelling_2719,The fast car,raced around the,track at top,spead.,D,"'spead' should be spelt 'speed'."
spelling_2720,He ate a,slice of pizza,with pepperoni,and cheese.,D,"'cheese' is correct. Error needed. 'cheese' -> 'chease'."
spelling_2720b,He ate a,slice of pizza,with pepperoni,and chease.,D,"'chease' should be spelt 'cheese'."
spelling_2721,The little girl,played with her,dolls in the,playrome.,D,"'playrome' should be spelt 'playroom'."
spelling_2722,She wrote a,story about a,dragon and a,nighter.,D,"'nighter' should be spelt 'knight'."
spelling_2723,The old man,sat on the,bench and fed,the burds.,D,"'burds' should be spelt 'birds'."
spelling_2724,He rode his,scooter down the,path to the,parke.,D,"'parke' should be spelt 'park'."
spelling_2725,The bright sun,shone through the,window and woke,him upp.,D,"'upp' should be spelt 'up'."
spelling_2726,She picked a,red rose from,the bush in,the gardin.,D,"'gardin' should be spelt 'garden'."
spelling_2727,The big dog,chased the cat,up the tall,trea.,D,"'trea' should be spelt 'tree'."
spelling_2728,He drank a,glass of juice,with his breakfast,toaste.,D,"'toaste' should be spelt 'toast'."
spelling_2729,The sweet cake,was covered in,pink icing and,suggar.,D,"'suggar' should be spelt 'sugar'."
spelling_2730,She ran fast,to catch the,ball before it,bownced.,D,"'bownced' should be spelt 'bounced'."
spelling_2731,The fish swam,in the clear,water of the,lakke.,D,"'lakke' should be spelt 'lake'."
spelling_2732,He sat on,the chair and,watched the,telivision.,D,"'telivision' should be spelt 'television'."
spelling_2733,The rain fell,hard on the,roof of the,howse.,D,"'howse' should be spelt 'house'."
spelling_2734,She smiled at,her brother when,he told a,jocke.,D,"'jocke' should be spelt 'joke'."
spelling_2735,The boy played,with his friends,in the school,playgrownd.,D,"'playgrownd' should be spelt 'playground'."
spelling_2736,He went to,bed early because,he felt very,sleave.,D,"'sleave' (sleeve) vs 'sleepy'. Context: tired. Let's use 'sleapy'."
spelling_2736b,He went to,bed early because,he felt very,sleapy.,D,"'sleapy' should be spelt 'sleepy'."
spelling_2737,The red car,stopped at the,traffic lights on,the rode.,D,"'rode' should be spelt 'road'."
spelling_2738,She read a,book about a,magic fairy and,an elfe.,D,"'elfe' should be spelt 'elf'."
spelling_2739,The cold wind,blew the hat,off his head,yesturday.,D,"'yesturday' should be spelt 'yesterday'."
spelling_2740,He likes to,eat apples and,bananas for a,snacke.,D,"'snacke' should be spelt 'snack'."
spelling_2741,The amateur actor,forgot his lines,during the first,rehersal.,D,"'rehersal' should be spelt 'rehearsal'."
spelling_2742,We watched the,solar eclipse through,special safety,glasess.,D,"'glasess' should be spelt 'glasses'."
spelling_2743,The stubborn mule,refused to move,despite the farmer's,coaxing.,C,"'despite' is correct. Error needed. 'dispite'."
spelling_2743b,The stubborn mule,refused to move,dispite the farmer's,coaxing.,C,"'dispite' should be spelt 'despite'."
spelling_2744,She has a,definite talent,for playing the,acordion.,D,"'acordion' should be spelt 'accordion'."
spelling_2745,The police officer,arrested the thief,for stealing the,jewlry.,D,"'jewlry' should be spelt 'jewellery' (UK) or 'jewelry' (US). 'jewlry' is definitely wrong."
spelling_2746,He showed great,enthusiasm for the,project from the,begining.,D,"'begining' should be spelt 'beginning'."
spelling_2747,The heavy box,contained a collection,of antique,curency.,D,"'curency' should be spelt 'currency'."
spelling_2748,She wore a,fashionable dress,to the elegant,recepsion.,D,"'recepsion' should be spelt 'reception'."
spelling_2749,The volcanic eruption,spewed hot lava,and ash into,the aire.,D,"'aire' should be spelt 'air'."
spelling_2750,He was disqualified,from the race,for breaking the,ruels.,D,"'ruels' should be spelt 'rules'."
spelling_2751,The mysterious sound,echoed through the,empty,coridors.,D,"'coridors' should be spelt 'corridors'."
spelling_2752,She felt a,sense of despair,when she lost,her walet.,D,"'walet' should be spelt 'wallet'."
spelling_2753,The government minister,resigned after the,political,scandel.,D,"'scandel' should be spelt 'scandal'."
spelling_2754,He used a,microscope to view,the tiny,specimins.,D,"'specimins' should be spelt 'specimens'."
spelling_2755,The loud thunder,was followed by,a flash of,lightening.,D,"'lightening' (making light) vs 'lightning' (weather). Context: weather."
spelling_2755b,The loud thunder,was followed by,a flash of,lightening.,D,"'lightening' should be spelt 'lightning'."
spelling_2756,She has a,tendency to exaggerate,when telling a,storey.,D,"'storey' (building level) vs 'story' (tale). Context: tale."
spelling_2756b,She has a,tendency to exaggerate,when telling a,storey.,D,"'storey' should be spelt 'story'."
spelling_2757,The busy factory,produces thousands of,cars every,mnoth.,D,"'mnoth' should be spelt 'month'."
spelling_2758,He wants to,be a professional,footballer when,he growes up.,D,"'growes' should be spelt 'grows'."
spelling_2759,The fierce battle,lasted for many,days and,nites.,D,"'nites' should be spelt 'nights'."
spelling_2760,She bought a,loaf of bread,from the local,bakerye.,D,"'bakerye' should be spelt 'bakery'."
spelling_2761,The wild animal,escaped from the,zoo and ran,awaye.,D,"'awaye' should be spelt 'away'."
spelling_2762,He rode his,bike up the,steep hill very,slowley.,D,"'slowley' should be spelt 'slowly'."
spelling_2763,The bright moon,shone on the,calm water of,the laike.,D,"'laike' should be spelt 'lake'."
spelling_2764,She picked a,bunch of flowers,from the garden,pach.,D,"'pach' should be spelt 'patch'."
spelling_2765,The big ship,docked in the,harbour to unload,cargoe.,D,"'cargoe' should be spelt 'cargo'."
spelling_2766,He ate a,bowl of soup,with a slice,of bred.,D,"'bred' should be spelt 'bread'."
spelling_2767,The little bird,sang a sweet,song in the,morninge.,D,"'morninge' should be spelt 'morning'."
spelling_2768,She ran fast,to the shop,to buy some,milke.,D,"'milke' should be spelt 'milk'."
spelling_2769,The fish swam,in the river,near the old,brige.,D,"'brige' should be spelt 'bridge'."
spelling_2770,He sat on,the sofa and,read a comic,booke.,D,"'booke' should be spelt 'book'."
spelling_2771,The rain fell,heavily on the,roof of the,shede.,D,"'shede' should be spelt 'shed'."
spelling_2772,She smiled at,her teacher when,she got a,gold starr.,D,"'starr' should be spelt 'star'."
spelling_2773,The boy played,football with his,friends in the,streat.,D,"'streat' should be spelt 'street'."
spelling_2774,He went to,sleep late because,he watched a,movei.,D,"'movei' should be spelt 'movie'."
spelling_2775,The red car,drove past the,school very,quikly.,D,"'quikly' should be spelt 'quickly'."
spelling_2776,She read a,poem about a,cat and a,mowse.,D,"'mowse' should be spelt 'mouse'."
spelling_2777,The cold wind,blew the snow,across the frozen,feilds.,D,"'feilds' should be spelt 'fields'."
spelling_2778,He likes to,draw pictures of,cars and,truks.,D,"'truks' should be spelt 'trucks'."
spelling_2779,The sweet apple,was crisp and,juicy to,eate.,D,"'eate' should be spelt 'eat'."
spelling_2780,She wore a,blue hat to,match her new,cote.,D,"'cote' should be spelt 'coat'."
spelling_2781,The small dog,wagged its tail,when it saw,a bone.,D,"'bone' is correct. Error needed. 'boan'."
spelling_2781b,The small dog,wagged its tail,when it saw,a boan.,D,"'boan' should be spelt 'bone'."
spelling_2782,He watched the,birds flying in,the blue,skye.,D,"'skye' should be spelt 'sky'."
spelling_2783,The hot sun,melted the ice,cream on the,cone.,D,"'cone' is correct. Error needed. 'coan'."
spelling_2783b,The hot sun,melted the ice,cream on the,coan.,D,"'coan' should be spelt 'cone'."
spelling_2784,She wrote a,letter to her,grandmother in,London.,D,"'London' is correct. Error needed. 'Lundon'."
spelling_2784b,She wrote a,letter to her,grandmother in,Lundon.,D,"'Lundon' should be spelt 'London'."
spelling_2785,The green frog,sat on a,lily pad in,the ponde.,D,"'ponde' should be spelt 'pond'."
spelling_2786,He drank a,glass of water,because he was,thirstie.,D,"'thirstie' should be spelt 'thirsty'."
spelling_2787,The white sheep,grazed in the,green field all,daie.,D,"'daie' should be spelt 'day'."
spelling_2788,She picked a,yellow flower from,the bush in,the parke.,D,"'parke' should be spelt 'park'."
spelling_2789,The big bus,took the children,to school every,mornin.,D,"'mornin' should be spelt 'morning'."
spelling_2790,He ate a,sandwich with ham,and cheese for,lunche.,D,"'lunche' should be spelt 'lunch'."
spelling_2791,The bird flew,to its nest,in the high,bransh.,D,"'bransh' should be spelt 'branch'."
spelling_2792,She ran to,the park to,play on the,swinges.,D,"'swinges' should be spelt 'swings'."
spelling_2793,The fish swam,quickly away from,the hungry,sharke.,D,"'sharke' should be spelt 'shark'."
spelling_2794,He sat on,the floor and,played with his,toyes.,D,"'toyes' should be spelt 'toys'."
spelling_2795,The rain made,puddles on the,ground in the,yeard.,D,"'yeard' should be spelt 'yard'."
spelling_2796,She smiled at,the baby in,the pram and,waived.,D,"'waived' should be spelt 'waved'."
spelling_2796b,She smiled at,the baby in,the pram and,waived.,D,"'waived' should be spelt 'waved'."
