Question,Image,Option A,Option B,Option C,Option D,Option E,Answer,Difficulty,Topic,Type,Ref
"Ben gets £20.00 pocket money each month from parents.
Ben also gets £8.00 each week from a paper round.
How much money does Ben get in one year?",,£336.00,£624.00,£240.00,£416.00,£656.00,£656.00,47,Money,Multiple Choice,P4Q47_30
"Jessica gets £15.00 pocket money each month from parents.
Jessica also gets £8.00 each week from a paper round.
How much money does Jessica get in one year?",,£416.00,£596.00,£276.00,£564.00,£180.00,£596.00,47,Money,Multiple Choice,P4Q47_31
"Alice gets £20.00 pocket money each month from parents.
Alice also gets £10.00 each week from a paper round.
How much money does Alice get in one year?",,£520.00,£760.00,£360.00,£240.00,£720.00,£760.00,47,Money,Multiple Choice,P4Q47_32
"Alice gets £15.00 pocket money each month from parents.
Alice also gets £15.00 each week from a paper round.
How much money does Alice get in one year?",,£780.00,£960.00,£360.00,£180.00,£900.00,£960.00,47,Money,Multiple Choice,P4Q47_33
"Sam gets £10.00 pocket money each month from parents.
Sam also gets £5.50 each week from a paper round.
How much money does Sam get in one year?",,£286.00,£186.00,£120.00,£384.00,£406.00,£406.00,47,Money,Multiple Choice,P4Q47_34
"Sam gets £25.00 pocket money each month from parents.
Sam also gets £10.00 each week from a paper round.
How much money does Sam get in one year?",,£420.00,£820.00,£300.00,£520.00,£780.00,£820.00,47,Money,Multiple Choice,P4Q47_35
"Ben gets £25.00 pocket money each month from parents.
Ben also gets £10.00 each week from a paper round.
How much money does Ben get in one year?",,£820.00,£420.00,£520.00,£300.00,£780.00,£820.00,47,Money,Multiple Choice,P4Q47_36
"Ben gets £25.00 pocket money each month from parents.
Ben also gets £9.50 each week from a paper round.
How much money does Ben get in one year?",,£756.00,£300.00,£414.00,£494.00,£794.00,£794.00,47,Money,Multiple Choice,P4Q47_37
"Jessica gets £10.00 pocket money each month from parents.
Jessica also gets £12.50 each week from a paper round.
How much money does Jessica get in one year?",,£770.00,£270.00,£720.00,£650.00,£120.00,£770.00,47,Money,Multiple Choice,P4Q47_38
"Sam gets £30.00 pocket money each month from parents.
Sam also gets £5.50 each week from a paper round.
How much money does Sam get in one year?",,£646.00,£360.00,£426.00,£624.00,£286.00,£646.00,47,Money,Multiple Choice,P4Q47_39
"Sam gets £15.00 pocket money each month from parents.
Sam also gets £12.50 each week from a paper round.
How much money does Sam get in one year?",,£650.00,£780.00,£180.00,£830.00,£330.00,£830.00,47,Money,Multiple Choice,P4Q47_40
"Sam gets £15.00 pocket money each month from parents.
Sam also gets £12.50 each week from a paper round.
How much money does Sam get in one year?",,£330.00,£830.00,£780.00,£180.00,£650.00,£830.00,47,Money,Multiple Choice,P4Q47_41
"Jessica gets £20.00 pocket money each month from parents.
Jessica also gets £5.50 each week from a paper round.
How much money does Jessica get in one year?",,£286.00,£504.00,£306.00,£526.00,£240.00,£526.00,47,Money,Multiple Choice,P4Q47_42
"Jessica gets £25.00 pocket money each month from parents.
Jessica also gets £5.50 each week from a paper round.
How much money does Jessica get in one year?",,£286.00,£300.00,£366.00,£586.00,£564.00,£586.00,47,Money,Multiple Choice,P4Q47_43
"Ben gets £25.00 pocket money each month from parents.
Ben also gets £12.50 each week from a paper round.
How much money does Ben get in one year?",,£450.00,£900.00,£950.00,£650.00,£300.00,£950.00,47,Money,Multiple Choice,P4Q47_44
"Ben gets £15.00 pocket money each month from parents.
Ben also gets £12.50 each week from a paper round.
How much money does Ben get in one year?",,£180.00,£830.00,£330.00,£650.00,£780.00,£830.00,47,Money,Multiple Choice,P4Q47_45
"Sam gets £25.00 pocket money each month from parents.
Sam also gets £8.00 each week from a paper round.
How much money does Sam get in one year?",,£716.00,£300.00,£684.00,£416.00,£396.00,£716.00,47,Money,Multiple Choice,P4Q47_46
"Jessica gets £30.00 pocket money each month from parents.
Jessica also gets £15.00 each week from a paper round.
How much money does Jessica get in one year?",,£540.00,£360.00,£1080.00,£780.00,£1140.00,£1140.00,47,Money,Multiple Choice,P4Q47_47
"Ben gets £30.00 pocket money each month from parents.
Ben also gets £15.00 each week from a paper round.
How much money does Ben get in one year?",,£1140.00,£360.00,£1080.00,£540.00,£780.00,£1140.00,47,Money,Multiple Choice,P4Q47_48
"Alice gets £15.00 pocket money each month from parents.
Alice also gets £9.50 each week from a paper round.
How much money does Alice get in one year?",,£636.00,£180.00,£294.00,£494.00,£674.00,£674.00,47,Money,Multiple Choice,P4Q47_49
"Sam gets £10.00 pocket money each month from parents.
Sam also gets £12.50 each week from a paper round.
How much money does Sam get in one year?",,£120.00,£650.00,£770.00,£720.00,£270.00,£770.00,47,Money,Multiple Choice,P4Q47_50
"Each of these grey and white carpet tiles measures 40 cm x 40 cm. What is the total area covered by the grey carpet tiles, in square metres?",P2Q48_1.png,4.48 m²,5.12 m²,28 m²,44800 m²,9.6 m²,4.48 m²,48,Area,Image,P2Q48_1
"Each of these grey and white carpet tiles measures 40 cm x 40 cm. What is the total area covered by the grey carpet tiles, in square metres?",P2Q48_2.png,38400 m²,5.84 m²,24 m²,7.68 m²,3.84 m²,3.84 m²,48,Area,Image,P2Q48_2
"Each of these grey and white carpet tiles measures 50 cm x 50 cm. What is the total area covered by the grey carpet tiles, in square metres?",P2Q48_3.png,6.5 m²,65000 m²,13.5 m²,26 m²,7 m²,6.5 m²,48,Area,Image,P2Q48_3
"Each of these grey and white carpet tiles measures 40 cm x 40 cm. What is the total area covered by the grey carpet tiles, in square metres?",P2Q48_4.png,22 m²,6.4 m²,3.52 m²,35200 m²,2.88 m²,3.52 m²,48,Area,Image,P2Q48_4
"Each of these grey and white carpet tiles measures 40 cm x 40 cm. What is the total area covered by the grey carpet tiles, in square metres?",P2Q48_5.png,3.52 m²,22 m²,2.24 m²,35200 m²,5.76 m²,3.52 m²,48,Area,Image,P2Q48_5
"Each of these grey and white carpet tiles measures 40 cm x 40 cm. What is the total area covered by the grey carpet tiles, in square metres?",P2Q48_6.png,6.72 m²,22 m²,3.2 m²,3.52 m²,35200 m²,3.52 m²,48,Area,Image,P2Q48_6
"Each of these grey and white carpet tiles measures 20 cm x 20 cm. What is the total area covered by the grey carpet tiles, in square metres?",P2Q48_7.png,8800 m²,0.88 m²,1.6 m²,0.72 m²,22 m²,0.88 m²,48,Area,Image,P2Q48_7
"Each of these grey and white carpet tiles measures 20 cm x 20 cm. What is the total area covered by the grey carpet tiles, in square metres?",P2Q48_8.png,10400 m²,26 m²,2.16 m²,1.12 m²,1.04 m²,1.04 m²,48,Area,Image,P2Q48_8
"Each of these grey and white carpet tiles measures 25 cm x 25 cm. What is the total area covered by the grey carpet tiles, in square metres?",P2Q48_9.png,1.5 m²,10000 m²,1 m²,16 m²,0.5 m²,1 m²,48,Area,Image,P2Q48_9
"Each of these grey and white carpet tiles measures 25 cm x 25 cm. What is the total area covered by the grey carpet tiles, in square metres?",P2Q48_10.png,13750 m²,1.375 m²,1.25 m²,22 m²,2.625 m²,1.375 m²,48,Area,Image,P2Q48_10
"Each of these grey and white carpet tiles measures 50 cm x 50 cm. What is the total area covered by the grey carpet tiles, in square metres?",P2Q48_11.png,50000 m²,20 m²,5 m²,9 m²,4 m²,5 m²,48,Area,Image,P2Q48_11
"Each of these grey and white carpet tiles measures 40 cm x 40 cm. What is the total area covered by the grey carpet tiles, in square metres?",P2Q48_12.png,20 m²,3.2 m²,32000 m²,5.76 m²,2.56 m²,3.2 m²,48,Area,Image,P2Q48_12
"Each of these grey and white carpet tiles measures 25 cm x 25 cm. What is the total area covered by the grey carpet tiles, in square metres?",P2Q48_13.png,2 m²,1.25 m²,0.75 m²,20 m²,12500 m²,1.25 m²,48,Area,Image,P2Q48_13
"Each of these grey and white carpet tiles measures 20 cm x 20 cm. What is the total area covered by the grey carpet tiles, in square metres?",P2Q48_14.png,0.48 m²,0.72 m²,1.2 m²,18 m²,7200 m²,0.72 m²,48,Area,Image,P2Q48_14
"Each of these grey and white carpet tiles measures 20 cm x 20 cm. What is the total area covered by the grey carpet tiles, in square metres?",P2Q48_15.png,18 m²,0.4 m²,0.72 m²,1.12 m²,7200 m²,0.72 m²,48,Area,Image,P2Q48_15
"Each of these grey and white carpet tiles measures 20 cm x 20 cm. What is the total area covered by the grey carpet tiles, in square metres?",P2Q48_16.png,22 m²,0.88 m²,1.68 m²,0.8 m²,8800 m²,0.88 m²,48,Area,Image,P2Q48_16
"Each of these grey and white carpet tiles measures 50 cm x 50 cm. What is the total area covered by the grey carpet tiles, in square metres?",P2Q48_17.png,11.25 m²,24 m²,6 m²,60000 m²,5.25 m²,6 m²,48,Area,Image,P2Q48_17
"Each of these grey and white carpet tiles measures 40 cm x 40 cm. What is the total area covered by the grey carpet tiles, in square metres?",P2Q48_18.png,3.84 m²,26 m²,4.16 m²,8 m²,41600 m²,4.16 m²,48,Area,Image,P2Q48_18
"Each of these grey and white carpet tiles measures 20 cm x 20 cm. What is the total area covered by the grey carpet tiles, in square metres?",P2Q48_19.png,0.4 m²,7200 m²,0.72 m²,1.12 m²,18 m²,0.72 m²,48,Area,Image,P2Q48_19
"Each of these grey and white carpet tiles measures 50 cm x 50 cm. What is the total area covered by the grey carpet tiles, in square metres?",P2Q48_20.png,7 m²,65000 m²,26 m²,6.5 m²,13.5 m²,6.5 m²,48,Area,Image,P2Q48_20
Which of these areas is the same as 1.5 $m^{2}$?,,15 $cm^{2}$,7500 $cm^{2}$,150 $cm^{2}$,150000 $cm^{2}$,15000 $cm^{2}$,15000 $cm^{2}$,48,Unit Conversion,Multiple Choice,P3Q48_1
Which of these areas is the same as 0.1 $m^{2}$?,,1000 $cm^{2}$,1 $cm^{2}$,10 $cm^{2}$,100 $cm^{2}$,10000 $cm^{2}$,1000 $cm^{2}$,48,Unit Conversion,Multiple Choice,P3Q48_2
Which of these areas is the same as 0.5 $m^{2}$?,,5 $cm^{2}$,50 $cm^{2}$,2500 $cm^{2}$,50000 $cm^{2}$,5000 $cm^{2}$,5000 $cm^{2}$,48,Unit Conversion,Multiple Choice,P3Q48_3
Which of these areas is the same as 1.2 $m^{2}$?,,12000 $cm^{2}$,120000 $cm^{2}$,1200 $cm^{2}$,6000 $cm^{2}$,12 $cm^{2}$,12000 $cm^{2}$,48,Unit Conversion,Multiple Choice,P3Q48_4
Which of these areas is the same as 2.5 $m^{2}$?,,25 $cm^{2}$,25000 $cm^{2}$,2500 $cm^{2}$,250000 $cm^{2}$,12500 $cm^{2}$,25000 $cm^{2}$,48,Unit Conversion,Multiple Choice,P3Q48_5
Which of these areas is the same as 0.25 $m^{2}$?,,25 $cm^{2}$,2 $cm^{2}$,1250 $cm^{2}$,25000 $cm^{2}$,2500 $cm^{2}$,2500 $cm^{2}$,48,Unit Conversion,Multiple Choice,P3Q48_6
Which of these areas is the same as 10 $m^{2}$?,,1000 $cm^{2}$,1000000 $cm^{2}$,10000 $cm^{2}$,100000 $cm^{2}$,100 $cm^{2}$,100000 $cm^{2}$,48,Unit Conversion,Multiple Choice,P3Q48_7
Which of these areas is the same as 1.2 $m^{2}$?,,12000 $cm^{2}$,12 $cm^{2}$,1200 $cm^{2}$,120000 $cm^{2}$,6000 $cm^{2}$,12000 $cm^{2}$,48,Unit Conversion,Multiple Choice,P3Q48_8
Which of these areas is the same as 0.8 $m^{2}$?,,80000 $cm^{2}$,8 $cm^{2}$,4000 $cm^{2}$,8000 $cm^{2}$,800 $cm^{2}$,8000 $cm^{2}$,48,Unit Conversion,Multiple Choice,P3Q48_9
Which of these areas is the same as 0.2 $m^{2}$?,,2000 $cm^{2}$,1000 $cm^{2}$,200 $cm^{2}$,2 $cm^{2}$,20000 $cm^{2}$,2000 $cm^{2}$,48,Unit Conversion,Multiple Choice,P3Q48_10
Which of these areas is the same as 0.4 $m^{2}$?,,40 $cm^{2}$,4 $cm^{2}$,4000 $cm^{2}$,400 $cm^{2}$,40000 $cm^{2}$,4000 $cm^{2}$,48,Unit Conversion,Multiple Choice,P3Q48_11
Which of these areas is the same as 0.5 $m^{2}$?,,50000 $cm^{2}$,50 $cm^{2}$,5 $cm^{2}$,2500 $cm^{2}$,5000 $cm^{2}$,5000 $cm^{2}$,48,Unit Conversion,Multiple Choice,P3Q48_12
Which of these areas is the same as 1.2 $m^{2}$?,,1200 $cm^{2}$,6000 $cm^{2}$,12000 $cm^{2}$,12 $cm^{2}$,120000 $cm^{2}$,12000 $cm^{2}$,48,Unit Conversion,Multiple Choice,P3Q48_13
Which of these areas is the same as 0.25 $m^{2}$?,,1250 $cm^{2}$,2 $cm^{2}$,25000 $cm^{2}$,2500 $cm^{2}$,25 $cm^{2}$,2500 $cm^{2}$,48,Unit Conversion,Multiple Choice,P3Q48_14
Which of these areas is the same as 0.1 $m^{2}$?,,1 $cm^{2}$,10 $cm^{2}$,10000 $cm^{2}$,1000 $cm^{2}$,100 $cm^{2}$,1000 $cm^{2}$,48,Unit Conversion,Multiple Choice,P3Q48_15
Which of these areas is the same as 10 $m^{2}$?,,1000 $cm^{2}$,10000 $cm^{2}$,1000000 $cm^{2}$,100000 $cm^{2}$,100 $cm^{2}$,100000 $cm^{2}$,48,Unit Conversion,Multiple Choice,P3Q48_16
Which of these areas is the same as 0.4 $m^{2}$?,,40 $cm^{2}$,40000 $cm^{2}$,4000 $cm^{2}$,400 $cm^{2}$,4 $cm^{2}$,4000 $cm^{2}$,48,Unit Conversion,Multiple Choice,P3Q48_17
Which of these areas is the same as 0.5 $m^{2}$?,,5000 $cm^{2}$,50 $cm^{2}$,50000 $cm^{2}$,2500 $cm^{2}$,5 $cm^{2}$,5000 $cm^{2}$,48,Unit Conversion,Multiple Choice,P3Q48_18
Which of these areas is the same as 0.5 $m^{2}$?,,2500 $cm^{2}$,50000 $cm^{2}$,5000 $cm^{2}$,5 $cm^{2}$,50 $cm^{2}$,5000 $cm^{2}$,48,Unit Conversion,Multiple Choice,P3Q48_19
Which of these areas is the same as 1.5 $m^{2}$?,,150000 $cm^{2}$,7500 $cm^{2}$,15 $cm^{2}$,150 $cm^{2}$,15000 $cm^{2}$,15000 $cm^{2}$,48,Unit Conversion,Multiple Choice,P3Q48_20
Which of these areas is the same as 1.5 $m^{2}$?,,15 $cm^{2}$,150 $cm^{2}$,7500 $cm^{2}$,15000 $cm^{2}$,150000 $cm^{2}$,15000 $cm^{2}$,48,Unit Conversion,Multiple Choice,P3Q48_21
Which of these areas is the same as 0.1 $m^{2}$?,,1000 $cm^{2}$,10 $cm^{2}$,1 $cm^{2}$,10000 $cm^{2}$,100 $cm^{2}$,1000 $cm^{2}$,48,Unit Conversion,Multiple Choice,P3Q48_22
Which of these areas is the same as 5 $m^{2}$?,,500000 $cm^{2}$,50000 $cm^{2}$,25000 $cm^{2}$,5000 $cm^{2}$,50 $cm^{2}$,50000 $cm^{2}$,48,Unit Conversion,Multiple Choice,P3Q48_23
Which of these areas is the same as 0.1 $m^{2}$?,,1000 $cm^{2}$,10000 $cm^{2}$,100 $cm^{2}$,10 $cm^{2}$,1 $cm^{2}$,1000 $cm^{2}$,48,Unit Conversion,Multiple Choice,P3Q48_24
Which of these areas is the same as 0.25 $m^{2}$?,,2 $cm^{2}$,1250 $cm^{2}$,25000 $cm^{2}$,25 $cm^{2}$,2500 $cm^{2}$,2500 $cm^{2}$,48,Unit Conversion,Multiple Choice,P3Q48_25
Which of these areas is the same as 0.2 $m^{2}$?,,20000 $cm^{2}$,1000 $cm^{2}$,2000 $cm^{2}$,2 $cm^{2}$,200 $cm^{2}$,2000 $cm^{2}$,48,Unit Conversion,Multiple Choice,P3Q48_26
Which of these areas is the same as 0.8 $m^{2}$?,,8000 $cm^{2}$,80000 $cm^{2}$,4000 $cm^{2}$,800 $cm^{2}$,8 $cm^{2}$,8000 $cm^{2}$,48,Unit Conversion,Multiple Choice,P3Q48_27
Which of these areas is the same as 1.2 $m^{2}$?,,120000 $cm^{2}$,12 $cm^{2}$,1200 $cm^{2}$,6000 $cm^{2}$,12000 $cm^{2}$,12000 $cm^{2}$,48,Unit Conversion,Multiple Choice,P3Q48_28
Which of these areas is the same as 0.1 $m^{2}$?,,10000 $cm^{2}$,10 $cm^{2}$,1 $cm^{2}$,1000 $cm^{2}$,100 $cm^{2}$,1000 $cm^{2}$,48,Unit Conversion,Multiple Choice,P3Q48_29
Which of these areas is the same as 0.05 $m^{2}$?,,5000 $cm^{2}$,50 $cm^{2}$,0 $cm^{2}$,500 $cm^{2}$,5 $cm^{2}$,500 $cm^{2}$,48,Unit Conversion,Multiple Choice,P3Q48_30
Which of these areas is the same as 1.2 $m^{2}$?,,12000 $cm^{2}$,12 $cm^{2}$,1200 $cm^{2}$,6000 $cm^{2}$,120000 $cm^{2}$,12000 $cm^{2}$,48,Unit Conversion,Multiple Choice,P3Q48_31
Which of these areas is the same as 2.5 $m^{2}$?,,25 $cm^{2}$,12500 $cm^{2}$,2500 $cm^{2}$,25000 $cm^{2}$,250000 $cm^{2}$,25000 $cm^{2}$,48,Unit Conversion,Multiple Choice,P3Q48_32
Which of these areas is the same as 0.25 $m^{2}$?,,2 $cm^{2}$,1250 $cm^{2}$,25000 $cm^{2}$,25 $cm^{2}$,2500 $cm^{2}$,2500 $cm^{2}$,48,Unit Conversion,Multiple Choice,P3Q48_33
Which of these areas is the same as 0.5 $m^{2}$?,,5 $cm^{2}$,50000 $cm^{2}$,5000 $cm^{2}$,2500 $cm^{2}$,50 $cm^{2}$,5000 $cm^{2}$,48,Unit Conversion,Multiple Choice,P3Q48_34
Which of these areas is the same as 0.25 $m^{2}$?,,25000 $cm^{2}$,2500 $cm^{2}$,1250 $cm^{2}$,2 $cm^{2}$,25 $cm^{2}$,2500 $cm^{2}$,48,Unit Conversion,Multiple Choice,P3Q48_35
